"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Union Pool",388,"(718) 609-0484",,"https://www.instagram.com/union_pool/","North Williamsburg","Bar","17",40.714996,-73.951551,"484 Union Avenue","11211","Open",,"Yes","No","Daily: 4pm-11pm
","2020-10-14T19:43:49.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Bar and El Diablo taco truck
","Donation link last checked 10/14/20
Covid temporary closure planned for winter: last day of service 11/11/20 with reopening March 2021 - AR
","https://www.gofundme.com/f/union-pool-employee-fund","Mexican","Sidewalk Seating,Backyard/Open Space","No",,
"United States Postal Service: East Williamsburg",389,"800-275-8777",,,"East Williamsburg","Shipping Services/Post Office","22",40.70203,-73.941229,"47 Debevoise St. Brooklyn NY ","11206","Open",,,,"New Hours Posted on Door
","2020-05-22T20:11:33.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"United States Postal Service: Greenpoint",390,"800-275-8777",,,"Greenpoint","Shipping Services/Post Office","7",40.72626,-73.954482,"66 Meserole Ave, Brooklyn NY","11222","Open",,,,"New Hours Posted on Door 
","2020-05-22T20:11:40.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"United States Postal Service: Williamsburg",391,"800-275-8777",,,"South Williamsburg","Shipping Services/Post Office","26",40.710057,-73.957185,"263 S 4th St. Brooklyn NY","11211","Open",,,,"New Hours Posted on Door 
","2020-05-22T20:11:42.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Unity Drugs",392,"(718) 486-0344",,,"East Williamsburg","Pharmacy","20",40.711542,-73.942338,"772 Grand St, Brooklyn, NY 11211","11211","No Answer",,,,,"2020-04-30T20:18:36.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Unzer Pharmacy Corporation",393,"(718) 384-7334",,,"South Williamsburg","Pharmacy","35",40.704194,-73.961596,"572 Bedford Ave, Brooklyn, NY 11249","11249","Open",,"Yes",,"Mon-Thu: 10am-8pm / Fri: 10am-4pm / Sun: 10am-7pm
","2020-05-07T19:15:36.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Upright Coffee",394,"718-215-9910",,"https://www.instagram.com/uprightcoffee/","Greenpoint","Coffee Shop","6",40.729308,-73.953607,"860 Manhattan Ave., Brooklyn, NY 11222","11222","Open",,"Yes","No","Daily: 8am-4pm
","2020-05-13T20:33:15.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Order beans online and pick up in store at <https://upright-coffee.square.site/>
",,,,,,,
"UPS Access Point Locker",395,"(866) 790-8450",,"https://www.ups.com/us/en/services/individual-shipper/ups-access-point-deliveries.page","Greenpoint","Shipping Services/Post Office","5",40.73862,-73.95309,"McGuinness & Kent Serv. Station (BP, 256 McGuinness Blvd, Brooklyn, NY 11222","11222",,,,,,"2020-04-29T03:31:51.000Z","2020-04-29T03:29:07.000Z",,,,,,,,,,
"Upstate Stock",396,"None","None","https://www.instagram.com/upstatestock/","Greenpoint","Grocery Store","13",40.722548,-73.955168,"2 Berry St, Brooklyn, NY 11249","11249","Open",,"Yes",,"Daily: 8am-5pm
","2020-05-13T20:33:52.000Z","2020-05-02T03:53:37.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Berry Street location open for cafe food, grocery items and sundries (and puzzles!)
",,,"Coffee Shop",,,,
"Upstate Stock",397,,,"upstatestock.com","South Williamsburg","Grocery Store","27",40.716865,-73.965179,"223 Kent Avenue, Brooklyn New York 11249","11249","Closed",,,,,"2020-09-21T17:34:40.000Z","2020-05-02T03:57:47.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","BABAR/Business owner",,"Closed as of 9/15/20 - landlord wouldn't adjust terms following pandemic. -AR 9/21/20
",,"Coffee Shop",,,"Permanent: Covid",
"V & A Pharmacy",398,"(718) 388-8500",,,"South Williamsburg","Pharmacy","31",40.704719,-73.944274,"72 Manhattan Ave, Brooklyn, NY 11206","11206","Open",,"Yes",,"Mon-Fri: 9am-7pm / Sat: 10am-4pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Vamos al Tequila",399,"(718) 383-0808",,"https://www.instagram.com/vamosaltequila/","Greenpoint","Restaurant","4",40.730788,-73.957536,"162 Franklin St, Brooklyn, NY 11222","11222","Open",,"Yes",,"Daily: 11am-8pm
","2020-07-09T17:06:21.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
",,,"Mexican","Street Seating",,,
"Van Leeuwen Greenpoint",400,"347-987-4774",,"https://www.instagram.com/vanleeuwenicecream/","Greenpoint","Coffee Shop","12",40.72361,-73.950432,"620 Manhattan Ave., Brooklyn, NY 11222","11222","Open",,"No","Yes",,"2020-05-13T20:43:51.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery on Caviar, UberEats, Postmates.
","Pints also available in bodegas and grocers.
",,"Ice Cream Parlor",,,,
"Van Leeuwen Williamsburg",401,"929-337-6907",,"https://www.instagram.com/vanleeuwenicecream/","North Williamsburg","Coffee Shop","14",40.718401,-73.962642,"204 Wythe Ave., Brooklyn, NY 11249","11249","Open",,"Yes","Yes","Daily: 3pm-10:45pm
","2020-05-13T20:43:55.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery on Caviar, UberEats, Postmates and Doordash.
","Pints also available in bodegas and grocers.
",,"Ice Cream Parlor",,,,
"Van Moof",402,"(855) 808-1100",,"vanmoof.com","South Williamsburg","Bike Shops","27",40.715414,-73.964868,"326 Wythe Ave, Brooklyn, NY 11249","11249","Open",,,,"By Appointment Only
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Transportation Alternative Sheet",,,,,,,,
"Victor Grocery",403,"(718) 383-2935",,,"Greenpoint","Grocery Store","4",40.7325,-73.95432,"974 Manhattan Avenue, Brooklyn, NY 11222","11222",,,,,,"2020-04-29T01:29:25.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Vida Pharmacy",404,"(347) 725-4953",,,"East Williamsburg","Pharmacy","20",40.70944,-73.940509,"172 Bushwick Ave, Brooklyn, NY 11206","11206","Open",,"Yes","Yes","Mon-Thurs: 11am-7pm / Fri: 9am-2pm / Sat: Closed / Sun: 11am-5pm
","2020-05-07T19:19:03.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Vine Wine",405,"(718) 349-1718",,"https://www.vine-wine.com/","East Williamsburg","Liquor Store/Distillery",,40.715531,-73.949425,"616 Lorimer Street","11211","Open",,"Yes","Yes","Tues-Sat: 4pm-8pm
","2020-05-06T15:43:22.000Z","2020-05-03T19:32:53.000Z",,"North Brooklyn Neighbors","Delivery on Monday, Wednesday or Thursday. Order online: <https://www.vine-wine.com/>
",,,,,,,
"Vista Pharmacy",406,"(718) 417-9031",,,"East Williamsburg","Pharmacy","21",40.707389,-73.939984,"236 Bushwick Ave, Brooklyn, NY 11206","11206","No Answer",,,,,"2020-04-30T20:47:17.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Vittles Cafe ",407,"718-383-0367",,"https://www.instagram.com/vittles.cafe/","Greenpoint","Coffee Shop","6",40.727886,-73.957005,"94 Franklin St., Brooklyn, NY 11222","11222","Closed",,"No","No","
","2020-08-26T00:11:31.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Location","
",,,,"Sidewalk Seating",,"Permanent: Covid",
"Walgreens",408,"(718) 963-2702",,"https://www.walgreens.com/locator/walgreens-755+broadway-brooklyn-ny-11206/id=1918","East Williamsburg","Pharmacy","32",40.700677,-73.941318,"755 Broadway, Brooklyn, NY 11206","11206","Open","Tues: 8am-9am for Seniors ","Yes","Yes","Mon-Fri: 9am-9pm / Sat: 9am-6pm / Sun: 10am-6pm AND Store Daily: 9am-9pm
","2020-05-13T20:38:21.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,"Grocery Store",,,,
"Walgreens Pharmacy",409,"(718) 963-3130",,,"South Williamsburg","Pharmacy","30",40.706967,-73.949981,"210 Union Ave, Brooklyn, NY 11211","11211","Open","Tues: 8am-9am for Seniors","Yes","Yes","Mon-Fri: 9am-9pm / Sat: 9am-6pm / Sun: 10am-6pm AND Store Daily: 9am-9pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Wei's",410,"718-360-1908",,"https://www.instagram.com/weis_williamsburg/","South Williamsburg","Restaurant","26",40.710849,-73.953851,"145 Borniquen Pl., Brooklyn, NY 11211","11211","Open",,"No","Yes","Tues-Sun: 5pm-4am
","2020-06-29T19:29:31.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Delivery on Seamless or Postmates
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/staff-fund-for-weis","Chinese",,,,
"Welcare Pharmacy & Surgical",411,"(718) 599-7200","info@welcaresupply.com","http://www.welcaresupply.com/","East Williamsburg","Pharmacy","22",40.702696,-73.942113,"54 Graham Ave, Brooklyn, NY 11206","11206","Open",,"Yes","Yes","Mon-Fri: 9:30am-5pm / Sat: 9:30am-4pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Wellness Plus Pharmacy",412,"(718) 443-3900",,,"East Williamsburg","Pharmacy","22",40.70099,-73.93964,"810 Flushing Ave #4106, Brooklyn, NY 11206","11206","Open",,"Yes","Yes","Mon-Fri: 9am-5:30pm / Sat: 10am-2pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Whole Foods Market",413,"(718) 734-2321",,"wholefoodsmarket","North Williamsburg","Grocery Store","15",40.716444,-73.9604,"238 Bedford Avenue, Brooklyn, NY 11249","11249","Open","Daily: 8am-9am for Seniors",,"Yes","Daily: 9am-9pm
","2020-05-07T21:48:16.000Z","2020-04-29T00:34:13.000Z",,,,,,"Supermarket",,,,
"Wilhelms Hardware Store ",414,"718-387-8000","None","None","South Williamsburg","Hardware Store","34",40.707846,-73.962093,"157 Division Ave. Brooklyn NY ","11211","Open","None","Yes","Yes","Sun-Thurs: 11am-7:30pm / Fri: 10:30am-3pm
","2020-10-15T17:57:48.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Williamsburg Pharmacy & Surgical",415,"(718) 387-9772","wbpharmacy@gmail.com","https://www.wbpharmacy.net/","South Williamsburg","Pharmacy","27",40.711339,-73.959832,"244 Roebling St, Brooklyn, NY 11211","11211","No Answer",,,,,"2020-04-30T20:59:32.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Woodhull Hospital",416,"(718) 963-8000",,,"South Williamsburg","Health and Wellness","32",40.699534,-73.942287,"760 Broadway","11206","Open",,,,"Daily: 24 hrs
","2020-05-07T19:36:17.000Z","2020-05-02T01:22:54.000Z",,,,,,,,,,
"Woodhull RX Center",417,"(718) 599-1309",,,"South Williamsburg","Pharmacy","32",40.700787,-73.942616,"755 Flushing Ave, Brooklyn, NY 11206","11206","Open",,,,"Mon-Fri: 9am-5:45pm / Sat: 9am-4:45pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Woops Bakeshop",418,"(646) 921-2384",,"bywoops.com","Greenpoint","Bakery","7",40.725857,-73.949806,"120 Norman Avenue, Brooklyn, NY 11222","11222","Open",,"Yes","Yes",,"2020-08-28T16:51:06.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,,,"Coffee Shop",,,,
"WR Paint Supply Inc. Benjamin Moore ",419,"718-349-0141","wrpaint724@gmail.com","None","Greenpoint","Hardware Store","7",40.726058,-73.951853,"720 Manhattan Ave. Brooklyn NY ","11222","Open",,"Yes","Yes","Mon-Sat: 8am-5pm / Sun: 10am-5pm
","2020-10-15T17:57:50.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Phone preferred over email.
",,,,,,,
"Yuji Ramen",420,"929-295-0480",,"https://www.instagram.com/yujiramen_bk/","South Williamsburg","Restaurant","25",40.712536,-73.94875,"150 Ainslie street, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Daily: 10:30am-7pm
","2020-05-28T17:37:03.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}",,"Call for pickup or delivery on Seamless, Grubhub
",,,"Japanese",,,,
"Zona Rosa",421,"(917) 324-7423",,"https://www.instagram.com/zonarosabrooklyn/?hl=en","North Williamsburg","Restaurant","25",40.713915,-73.949578,"571 Lorimer Street","11211","Open",,"Yes","Yes","Mon-Thu: 3pm-9pm / Fri: 1pm-10 pm / Sat-Sun: 12pm-10pm
","2020-05-28T17:35:59.000Z","2020-04-29T01:01:11.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order w/ @caviar and get $5 discount code ZONAROSA. Call for pickup orders, or show up.
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/qvsq4c-help-the-employees-of-zona-rosa","Mexican",,,,
"Zukkie's",422,"(718) 456-0048",,"https://www.instagram.com/zukkiesbikeshop/?hl=en","East Williamsburg","Bike Shops","21",40.706513,-73.939449,"279 Bushwick Avenue, Brooklyn, NY 11206","11206","Closed",,,,,"2020-04-29T01:31:41.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Google/Yelp",,"
",,,,,"Closed: Status Level TBD",
"Eleva",423,"(646) 789-3114",,"https://www.elevagplorders.com/","Greenpoint","Coffee Shop","1",40.736854,-73.958588,"7 Bell Slip","11222","Open",,"Yes","No","Daily: 10am-6pm
","2020-09-27T20:00:19.000Z","2020-05-03T19:29:12.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
",,,,"Street Seating,Sidewalk Seating",,,
"Tend",424,"(718) 383-5869","greenthumb@tendgreenpoint.com","https://www.tendgreenpoint.com","Greenpoint","Other","2",40.734829,-73.958201,"252 Franklin Street","11222","Open",,"Yes","No","Wed-Sun: 11am-7pm
","2020-09-19T19:37:20.000Z","2020-05-04T00:19:06.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,"Gardening",,,,
"Vera Cruz",425,"(718) 486-3333",,"https://www.instagram.com/veracruzbk/","North Williamsburg","Restaurant",,40.71871,-73.957806,"195 Bedford Ave.","11211","Open",,"Yes","No","Daily: 2pm-8pm
","2020-06-29T19:29:11.000Z","2020-05-05T22:00:54.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/vera-cruz-staff-fund","Mexican",,,,
"Citroen",426,"(718) 734-2220",,"https://www.instagram.com/citroenbrooklyn/","Greenpoint","Restaurant","4",40.731527,-73.954159,"931 Manhattan Ave, Brooklyn, NY 11222","11222","Open",,"Yes","No","Wed-Fri: 3pm-9pm / Sat-Sun: 11:30am-9pm
","2020-06-30T17:05:06.000Z","2020-05-05T22:05:47.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/citroen-staff-relief","Bar,French","Street Seating",,,
"The Lot Radio",427,"(347) 292-7749",,"https://www.instagram.com/thelotradio/","North Williamsburg","Bar",,40.722359,-73.954228,"17 Nassau Avenue","11222","Open",,"Yes","No","Daily: 9am-8pm
","2020-10-03T21:27:58.000Z","2020-05-06T14:50:19.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
",,,"Coffee Shop","Backyard/Open Space","No",,
"JAG-ONE Physical Therapy ",430,"(718) 609-0006",,"https://jagonept.com","Greenpoint","Health and Wellness","7",40.725755,-73.951271,"101 Norman Ave","11222","Open",,,,"Mon, Wed, Fri, 8 am to 2 pm
Tues & Thurs, 10 am to 4 pm
","2020-05-06T15:43:22.000Z","2020-05-06T14:52:59.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website",,,,,,,,
"Greenpoint Pediatric Dentistry",431,"(929) 324-1140","Officemanager@gpd-bk.com","http://www.greenpointpediatricdentistry.com/","Greenpoint","Health and Wellness","7",40.725503,-73.950914,"102 Norman Ave","11222","Open",,,,"Tues-Thurs: 10am-5pm / Sat-Sun: 10am-3pm
","2020-05-14T14:29:34.000Z","2020-05-06T14:53:41.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Open for emergency appointments, please contact to book an appointment. 
",,,,,,,
"Bronislaw Lemaitre, DDS",432,"(718) 389-6354",,"lemaitredental.com","Greenpoint","Health and Wellness","6",40.73008,-73.953925,"896 Manhattan Ave #36","11222","Open",,,,"Emergency Appointments Only (Call in advance. English & Polish)
","2020-05-06T15:43:22.000Z","2020-05-06T14:55:53.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Rattle & Hum",435,"(718) 559-0434",,,"South Williamsburg","Laundromat","31",40.704827,-73.943118,"95 Graham Ave","11206","Open",,,,"Daily: 7am-11pm (Last wash at 10 pm)
","2020-05-07T19:07:59.000Z","2020-05-06T14:58:59.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Office 11211",436,"718-782-0151 ",,"Office11211.com","North Williamsburg","Shipping Services/Post Office","15",40.71633,-73.959082,"223 Bedford Ave","11211","Open",,,,"Mon-Fri: 10:30am-6pm / Sat: 11am-5pm
","2020-05-07T18:59:22.000Z","2020-05-06T15:00:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Office 11206",437,"718--599-5700",,"Office11206.com","South Williamsburg","Shipping Services/Post Office","30",40.710246,-73.948565,"442 Lorimer St","11206","Open",,,,"Mon-Fri: 10:30am-6pm
","2020-05-07T18:59:04.000Z","2020-05-06T15:00:16.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Susan's Laundromat",438,"(718) 389-9727",,,"Greenpoint","Laundromat","11",40.723052,-73.94554,"178 Driggs Ave, Brooklyn, NY 11222","11222","Open",,,,"Mon-Fri: 6am-11pm
","2020-05-07T19:11:22.000Z","2020-05-06T15:02:09.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Maria Agency Inc.",439,"(718) 389-6208","info@mariaagency.com","www.mariaagency.com","Greenpoint","Other","12",40.722964,-73.950135,"590 Manhattan Ave","11222","Open",,,,"Mon-Thurs: 10am-6pm
","2020-05-14T18:18:54.000Z","2020-05-06T15:02:13.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission Update","Tax services and notary
",,,"Taxes",,,,
"K&K Laundromat",440,"(917) 500-2452",,,"East Williamsburg","Laundromat",,40.713072,-73.940989,"63 Bushwick Ave",,"Open",,,,"Mon-Sat: 7am-8pm / Sun: 7am-5pm
","2020-05-07T18:47:37.000Z","2020-05-06T15:13:19.000Z",,"North Brooklyn Neighbors",,,,,,,,
"Greenpoint Wine & Liquors",441,"718-383-3131",,,"Greenpoint","Liquor Store/Distillery","12",40.72395,-73.950626,"89 Nassau Ave","11222","Open",,,,"Mon-Sat: 11am-9pm / 
Sunday: 12pm-9pm
","2020-05-07T18:43:16.000Z","2020-05-06T15:13:37.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","North Brooklyn Neighbors",,,,,,,,
"Roebling Liquors",442,"718-387-6703",,"www.roeblingliquors.com","South Williamsburg","Liquor Store/Distillery",,40.708659,-73.96051,"311 Roebling St",,"Open",,"Yes","Yes","Mon-Sat: 12pm-7pm / Sun: 12pm-6pm
","2020-05-07T19:06:23.000Z","2020-05-06T15:23:32.000Z",,"North Brooklyn Neighbors","Free delivery avaiable.
",,,,,,,
"Eight & Driggs Wines and Spirits",443,"(718) 554-0385",,,"North Williamsburg","Liquor Store/Distillery",,40.717681,-73.955541,"197 N 8th St",,"Open",,,,"Mon: 2pm-9pm / Tue-Sun: 12pm-9pm
","2020-05-07T18:30:51.000Z","2020-05-06T15:32:39.000Z",,"North Brooklyn Neighbors",,,,,,,,
"Nature's Cove",444,"(718) 609-0021",,,"Greenpoint","Other","4",40.730537,-73.954612,"911 Manhattan Ave","11222","Open",,,,"Mon-Fri, 10:30 am to 6:30 pm
Sat, 10 am to 6 pm
","2020-05-06T15:43:22.000Z","2020-05-06T15:33:03.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","North Brooklyn Neighbors",,,,,,,,
"Northside Discount Liquors & Wines",445,"718-963-WINE",,"https://www.instagram.com/northsidewines/","North Williamsburg","Liquor Store/Distillery",,40.718948,-73.95841,"105 Berry St",,"Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-05-07T18:58:15.000Z","2020-05-06T15:33:38.000Z",,"North Brooklyn Neighbors","Pickup or delivery via website.
",,,,,,,
"Grand Wine & Spirits",447,"(917) 909-1224",,"38grandwine.com","South Williamsburg","Liquor Store/Distillery","27",40.715951,-73.965821,"38 Grand St","11249","Open",,,,"Daily: 2pm-7pm
","2020-05-07T16:13:39.000Z","2020-05-06T15:36:35.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","North Brooklyn Neighbors",,,,,,,,
